WT #1 (1) Area	WT #1 (2) Area	KO #1 (3) Area	KO #1 (4) Area	WT #2 (5) Area	WT #2 (6) Area	KO #2 (7) Area	KO #2 (8) Area	MIXC57 #3 (9) Area	MIXC57 #3 (10) Area	MIXKO #3 (11) Area	MIXKO #3 (12) Area	C: Student's T-test Significant KO #1 Female_WT #1 Female	N: Log2 (KO #1 Female/WT #1 Female)	N: -Log p-value (KO #1 Female/WT #1 Female)	N: Log2 (KO #2 Male/WT #2 Male)	N: -Log p-value (KO #2 Male/WT #2 Male)	N: Log2 (MIXKO/MIXWT)	N: -Log p-value (MIXKO/MIXWT)	T: Protein Group	T: Protein ID	T: Accession	T: Significance	T: Coverage (%)	T: #Peptides	T: #Unique	T: PTM	T: Avg. Mass	T: Description
20,265	19,3255	18,7073	15,7576	17,3233	15,6267	14,2877	15,4354	16,6096	16,2512	15,8123	15,7654		-2,56284	0,620502	-1,61348	0,592022	-0,641546	1,14855	847	1435	tr|Q5SW88|Q5SW88_MOUSE	3	14	3	1		22372	RAB1A  member RAS oncogene family OS=Mus musculus OX=10090 GN=Rab1a PE=1 SV=1
20,265	19,3255	18,7073	15,7576	17,3233	15,4084	14,2877	14,6427	16,6096	16,2512	15,8742	15,7654		-2,56284	0,620502	-1,90065	0,720748	-0,610618	1,08302	847	1436	P62821|RAB1A_MOUSE	3	14	3	1		22678	Ras-related protein Rab-1A OS=Mus musculus OX=10090 GN=Rab1A PE=1 SV=3
20,265	19,3255	18,7073	15,7576	17,3233	15,8967	14,2877	16,1908	16,6096	16,2512	16,0327	15,7654		-2,56284	0,620502	-1,37074	0,433883	-0,531353	0,851869	847	1906	tr|Q5SW86|Q5SW86_MOUSE	3	15	2	1		13598	RAB1A  member RAS oncogene family OS=Mus musculus OX=10090 GN=Rab1a PE=1 SV=1
22,3266	21,1143	21,2821	18,2696	18,7207	19,9112	19,0506	19,5394	17,3752	16,8361	17,7471	18,4893		-1,94463	0,451329	-0,0209389	0,0101065	1,01258	0,801502	1085	3350	A7TZE6|SKIT1_MOUSE	3	2	1	1		41792	Selection and upkeep of intraepithelial T-cells protein 1 OS=Mus musculus OX=10090 GN=Skint1 PE=1 SV=1
18,5731	15,4576	16,1196	21,6671	18,1053	17,6096	16,3056	14,4576	17,2967	15,8238	17,1257	22,4221		1,87796	0,211273	-2,47585	0,911967	3,21366	0,440292	1050	2988	Q9JHU4|DYHC1_MOUSE	3	0	1	1	Carbamidomethylation	532050	Cytoplasmic dynein 1 heavy chain 1 OS=Mus musculus OX=10090 GN=Dync1h1 PE=1 SV=2
18,4933	16,4219	15,0509	14,715	16,5089	17,4496	15,2512	16,1951	17,3145	16,2302	15,9683	14,6735		-2,57463	0,874245	-1,25608	0,698791	-1,45144	0,642449	895	2046	Q60875|ARHG2_MOUSE	3	1	1	1		111974	Rho guanine nucleotide exchange factor 2 OS=Mus musculus OX=10090 GN=Arhgef2 PE=1 SV=4
18,4933	16,4219	15,482	13,9777	16,7962	17,4496	15,2512	16,3141	17,3145	15,4468	13,8293	14,5819		-2,72774	0,777864	-1,34029	0,783286	-2,17501	0,786909	895	2047	tr|H3BJU7|H3BJU7_MOUSE	3	1	1	1		108587	Rho guanine nucleotide exchange factor 2 OS=Mus musculus OX=10090 GN=Arhgef2 PE=1 SV=1
18,4933	16,4219	14,1664	14,24	15,9886	17,4496	15,2512	14,6604	17,3145	15,1663	15,1087	15,9061		-3,2544	1,05456	-1,76332	0,810642	-0,733006	0,230756	895	2048	tr|H3BJ45|H3BJ45_MOUSE	3	1	1	1		109989	Rho guanine nucleotide exchange factor 2 OS=Mus musculus OX=10090 GN=Arhgef2 PE=1 SV=1
18,4933	16,4219	14,5201	15,4429	15,1754	17,4496	15,2512	15,5764	17,3145	16,6025	14,7996	15,9963		-2,47609	0,794186	-0,898714	0,287429	-1,56058	0,811756	895	2049	tr|H3BJ40|H3BJ40_MOUSE	3	1	1	1		110204	Rho guanine nucleotide exchange factor 2 OS=Mus musculus OX=10090 GN=Arhgef2 PE=1 SV=1
18,4933	16,4219	13,9388	13,5961	15,8329	17,4496	15,2512	15,2614	17,3145	15,8905	15,1564	17,0065		-3,69011	1,14108	-1,385	0,640593	-0,521041	0,155511	895	2050	tr|H3BKH9|H3BKH9_MOUSE	3	1	1	1		111818	Rho guanine nucleotide exchange factor 2 OS=Mus musculus OX=10090 GN=Arhgef2 PE=1 SV=1
18,4933	16,4219	13,4053	14,7994	16,4276	17,4496	15,2512	14,759	17,3145	15,4752	16,3576	16,6398		-3,35529	0,93918	-1,93346	1,11729	0,103849	0,0355892	895	2051	tr|H3BJX8|H3BJX8_MOUSE	3	1	1	1		133702	Rho guanine nucleotide exchange factor 2 OS=Mus musculus OX=10090 GN=Arhgef2 PE=1 SV=2
14,3354	19,4004	18,0265	15,5639	18,4696	14,2438	13,464	14,4425	16,0992	14,2449	13,8238	16,2882		-0,0727434	0,00800497	-2,40344	0,416566	-0,116058	0,0237154	983	2957	Q99PG2|OGFR_MOUSE	3	1	1	1		70679	Opioid growth factor receptor OS=Mus musculus OX=10090 GN=Ogfr PE=1 SV=1
18,5768	17,92	16,7471	15,0319	16,624	16,0232	14,7099	14,9613	13,8852	16,2985	15,045	16,5173		-2,35889	0,906578	-1,48801	1,34973	0,689332	0,171343	860	2756	Q91WK2|EIF3H_MOUSE	3	5	1	1		39832	Eukaryotic translation initiation factor 3 subunit H OS=Mus musculus OX=10090 GN=Eif3h PE=1 SV=1
17,6453	18,5988	19,0074	17,6311	17,2326	18,1556	14,6551	15,3927	17,3408	19,1079	17,392	18,0211		0,197261	0,0779742	-2,67022	1,3408	-0,517799	0,19632	824	2134	tr|E9QAT0|E9QAT0_MOUSE	3	3	1	1		66170	Fragile X messenger ribonucleoprotein 1 OS=Mus musculus OX=10090 GN=Fmr1 PE=1 SV=1
17,6453	18,5988	19,0074	17,6311	17,2326	18,1556	14,6551	14,3752	17,3408	19,1079	17,392	18,0211		0,197261	0,0779742	-3,17894	1,65268	-0,517799	0,19632	824	2135	tr|D3Z6U8|D3Z6U8_MOUSE	3	3	1	1		66532	Fragile X messenger ribonucleoprotein 1 OS=Mus musculus OX=10090 GN=Fmr1 PE=1 SV=1
17,6453	18,5988	19,0074	17,6311	17,2326	18,1556	14,6551	14,173	17,3408	19,1079	17,392	18,0211		0,197261	0,0779742	-3,28005	1,61468	-0,517799	0,19632	824	2136	tr|E9QNF5|E9QNF5_MOUSE	3	3	1	1		66717	Fragile X messenger ribonucleoprotein 1 OS=Mus musculus OX=10090 GN=Fmr1 PE=1 SV=1
17,6453	18,5988	19,0074	17,6311	17,2326	18,1556	14,6551	16,1561	17,3408	19,1079	17,392	18,0211		0,197261	0,0779742	-2,28852	0,914595	-0,517799	0,19632	824	2137	tr|Q6AXB7|Q6AXB7_MOUSE	3	2	1	1		68890	Fragile X mental retardation syndrome 1 homolog OS=Mus musculus OX=10090 GN=Fmr1 PE=1 SV=1
17,6453	18,5988	19,0074	17,6311	17,2326	18,1556	14,6551	14,7804	17,3408	19,1079	17,392	18,0211		0,197261	0,0779742	-2,97636	1,62666	-0,517799	0,19632	824	2138	P35922|FMR1_MOUSE	3	2	1	1		68989	Fragile X messenger ribonucleoprotein 1 OS=Mus musculus OX=10090 GN=Fmr1 PE=1 SV=1
14,9653	14,6495	15,0202	16,392	16,1332	18,0585	15,3499	18,5318	17,0532	17,4252	16,5096	17,5356		0,898745	0,481691	-0,15498	0,0263323	-0,216617	0,136823	968	2398	Q7TSI3|PP6R1_MOUSE	3	2	1	1		94527	Serine/threonine-protein phosphatase 6 regulatory subunit 1 OS=Mus musculus OX=10090 GN=Ppp6r1 PE=1 SV=1
15,1768	15,0331	16,1791	16,8113	13,9827	15,9463	17,7005	13,8238	15,648	15,8912	16,5417	15,4434		1,39027	1,29853	0,797647	0,125664	0,222923	0,136596	998	2622	tr|A0A494B9K4|A0A494B9K4_MOUSE	3	4	1	1		78318	Adducin 3 (gamma) OS=Mus musculus OX=10090 GN=Add3 PE=1 SV=1
14,3233	14,365	14,6546	15,2918	15,8977	15,0514	15,5321	13,6542	16,0909	16,0158	14,4003	16,8756		0,629044	0,726661	0	NaN	-0,415438	0,113981	1103	3539	tr|A0A0R4J1Q0|A0A0R4J1Q0_MOUSE	3	1	1	1		150652	Enhancer of mRNA-decapping protein 4 OS=Mus musculus OX=10090 GN=Edc4 PE=1 SV=1
14,3233	14,365	14,6806	15,4027	17,1161	15,1718	14,9133	15,6211	16,0909	15,7011	14,1608	15,5012		0,697534	0,713201	0	NaN	-1,06502	0,574221	1103	3540	tr|G5E896|G5E896_MOUSE	3	1	1	1		152483	Enhancer of mRNA-decapping protein 4 OS=Mus musculus OX=10090 GN=Edc4 PE=1 SV=1
14,3233	14,365	15,302	13,9351	15,4108	16,4191	14,4801	15,3398	16,0909	15,4582	14,7271	14,2477		0,274387	0,138454	0	NaN	-1,28715	1,0789	1103	3541	Q3UJB9|EDC4_MOUSE	3	1	1	1		152483	Enhancer of mRNA-decapping protein 4 OS=Mus musculus OX=10090 GN=Edc4 PE=1 SV=2
14,3233	14,365	16,4041	14,1547	15,8445	15,1679	15,8974	13,9028	16,0909	15,2783	14,7388	16,162		0,935274	0,306982	0	NaN	-0,234179	0,0958622	1103	3542	tr|D6RE33|D6RE33_MOUSE	3	1	1	1		141954	Enhancer of mRNA-decapping protein 4 OS=Mus musculus OX=10090 GN=Edc4 PE=1 SV=1
14,3233	14,365	14,7148	14,3841	15,4508	16,9345	15,0708	15,6958	16,0909	14,7823	15,4058	15,7061		0,205307	0,464599	0	NaN	0,119288	0,0578278	1103	3611	tr|F6ZJ27|F6ZJ27_MOUSE	3	3	1	1		44392	Enhancer of mRNA decapping 4 (Fragment) OS=Mus musculus OX=10090 GN=Edc4 PE=1 SV=1
21,6231	21,7634	17,7005	21,9134	21,0886	21,5213	22,2877	21,3857	20,6096	21,1457	17,1793	18,4544		-1,88632	0,332327	0,531756	0,398896	-3,06085	1,32376	1111	3840	tr|E9Q3H7|E9Q3H7_MOUSE	3	0	1	1		468647	Dynein  axonemal  heavy chain 6 OS=Mus musculus OX=10090 GN=Dnah6 PE=1 SV=1
16,9992	17,6869	16,8573	14,4816	15,3615	14,8138	15,3586	17,1556	15,1112	15,2812	16,7987	16,4001		-1,6736	0,510599	1,16943	0,469492	1,40317	1,63778	967	2260	Q62189|SNRPA_MOUSE	3	6	1	1		31835	U1 small nuclear ribonucleoprotein A OS=Mus musculus OX=10090 GN=Snrpa PE=1 SV=3
16,9992	17,6869	13,9614	15,1798	15,3615	14,8138	14,8307	17,1556	14,5585	16,178	16,7987	17,1885		-2,77241	1,23534	0,905515	0,277789	1,62534	0,720646	967	2279	tr|D3Z0S6|D3Z0S6_MOUSE	3	7	1	1		27372	U1 small nuclear ribonucleoprotein A (Fragment) OS=Mus musculus OX=10090 GN=Snrpa PE=1 SV=1
18,6869	15,2288	16,0165	16,2419	14,9705	14,6038	15,1277	18,7731	16,0281	14,2066	16,7471	18,2185		-0,828666	0,167716	2,1633	0,444845	2,36546	0,742918	1067	3174	tr|A2ACG7|A2ACG7_MOUSE	3	3	1	1		67502	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2 OS=Mus musculus OX=10090 GN=Rpn2 PE=1 SV=1
15,8134	15,7538	18,7731	16,5687	18,1994	15,0607	18,606	16,582	17,7073	17,8846	17,1457	18,9083		1,88733	0,63999	0,963956	0,182359	0,231047	0,0869214	735	2361	tr|Q8C5G6|Q8C5G6_MOUSE	3	6	1	1		24540	Toll interacting protein OS=Mus musculus OX=10090 GN=Tollip PE=1 SV=1
15,7648	14,5462	18,7731	16,5687	18,1994	16,1064	18,606	16,582	17,7073	17,8846	17,1457	18,9083		2,5154	0,735481	0,441105	0,102096	0,231047	0,0869214	735	2362	Q9QZ06|TOLIP_MOUSE	3	5	1	1		30345	Toll-interacting protein OS=Mus musculus OX=10090 GN=Tollip PE=1 SV=1
19,4893	18,1053	15,6503	14,4507	13,9581	15,2524	15,9859	16,085	16,6797	16,0685	14,4326	12,6073		-3,74683	1,26069	1,43021	0,80025	-2,85414	1,0115	867	2775	tr|A0A338P6B4|A0A338P6B4_MOUSE	3	12	1	1		12240	Polymerase (RNA) II (DNA directed) polypeptide H (Fragment) OS=Mus musculus OX=10090 GN=Polr2h PE=1 SV=1
19,4893	18,1053	14,6281	14,4644	14,7986	14,5938	15,9859	15,6754	14,2683	16,2035	16,923	12,6073		-4,25112	1,58784	1,13444	1,58772	-0,470694	0,0651817	867	2776	tr|A0A338P6I2|A0A338P6I2_MOUSE	3	9	1	1		16493	DNA-directed RNA polymerases I  II  and III subunit RPABC3 OS=Mus musculus OX=10090 GN=Polr2h PE=1 SV=1
19,4893	18,1053	17,0757	14,0995	15,7343	16,6442	15,9859	14,7065	15,9917	15,3207	15,193	12,6073		-3,20977	0,722052	-0,843029	0,403139	-1,75604	0,496051	867	2777	Q923G2|RPAB3_MOUSE	3	9	1	1		17143	DNA-directed RNA polymerases I  II  and III subunit RPABC3 OS=Mus musculus OX=10090 GN=Polr2h PE=1 SV=3
20,8802	20,1457	20,2185	20,0951	21,3376	21,4324	20,714	20,654	20,7223	20,4273	21,0088	20,9812		-0,356172	0,35677	-0,70096	2,19783	0,420203	0,978336	391	796	Q9WV55|VAPA_MOUSE	3	21	4	3	Oxidation (M)	27855	Vesicle-associated membrane protein-associated protein A OS=Mus musculus OX=10090 GN=Vapa PE=1 SV=2
16,6662	14,9397	16,5119	16,0733	15,8512	17,0426	16,2622	14,1432	16,5237	17,3408	17,2787	17,6311		0,48967	0,195407	-1,24417	0,383341	0,522611	0,442404	1053	3171	A1L3P4|SL9A6_MOUSE	3	2	1	1		77953	Sodium/hydrogen exchanger 6 OS=Mus musculus OX=10090 GN=Slc9a6 PE=1 SV=1
16,6662	14,6464	17,6774	14,6017	16,3451	17,0426	16,2622	15,0215	15,741	17,3408	17,2787	17,6311		0,483203	0,0875598	-1,05196	0,556838	0,914003	0,41956	1053	3223	tr|A0A140LJ55|A0A140LJ55_MOUSE	3	8	1	1		23316	Solute carrier family 9 (sodium/hydrogen exchanger)  member 6 (Fragment) OS=Mus musculus OX=10090 GN=Slc9a6 PE=1 SV=2
16,6662	15,2346	15,6137	14,6279	15,0258	17,0426	16,2622	15,6821	13,235	17,3408	17,2787	17,6311		-0,829579	0,35599	-0,0620399	0,0185314	2,167	0,394415	1053	3224	tr|B0QZV3|B0QZV3_MOUSE	3	2	1	1		74228	Sodium/hydrogen exchanger OS=Mus musculus OX=10090 GN=Slc9a6 PE=1 SV=1
19,6731	19,0795	19,2018	19,0951	18,6382	17,7537	13,8037	18,1357	16,4411	17,392	17,5204	18,7273		-0,227901	0,276794	-2,22623	0,3768	1,20726	0,590578	1070	3107	Q9CQW1|YKT6_MOUSE	3	5	1	1		22314	Synaptobrevin homolog YKT6 OS=Mus musculus OX=10090 GN=Ykt6 PE=1 SV=1
15,6132	15,99	16,5937	16,6327	17,6024	18,5694	18,5356	15,4812	16,6662	18,2832	15,5417	18,2372		0,811589	1,2976	-1,07749	0,243752	-0,58524	0,127625	848	2757	tr|Q8K1K2|Q8K1K2_MOUSE	3	6	1	1		38752	Protease (prosome  macropain) 26S subunit  ATPase 5 OS=Mus musculus OX=10090 GN=Psmc5 PE=1 SV=1
16,0411	16,5899	16,5937	16,7291	17,6024	18,5694	18,5356	16,8472	16,6662	18,2832	13,7632	18,2372		0,345847	0,461321	-0,394469	0,140028	-1,4745	0,222903	848	2758	P62196|PRS8_MOUSE	3	5	1	1		45626	26S proteasome regulatory subunit 8 OS=Mus musculus OX=10090 GN=Psmc5 PE=1 SV=1
14,8734	15,5049	13,4158	15,6548	17,2512	15,5059	15,3173	13,2449	16,6096	16,9882	16,9431	16,6794		-0,653888	0,20024	-2,09749	0,582288	0,0123329	0,0167268	996	2944	Q9QYC0|ADDA_MOUSE	3	2	1	1		80647	Alpha-adducin OS=Mus musculus OX=10090 GN=Add1 PE=1 SV=2
16,237	15,5049	15,5163	16,5414	17,2512	16,9929	14,5462	13,9106	16,6096	16,9882	16,9431	15,1882		0,157869	0,0832878	-2,89364	1,8613	-0,73324	0,301191	996	2980	tr|A0A0J9YVI4|A0A0J9YVI4_MOUSE	3	5	1	1		27347	Adducin 1 (alpha) (Fragment) OS=Mus musculus OX=10090 GN=Add1 PE=1 SV=1
17,5451	16,8631	16,1316	18,9402	18,963	19,0638	17,2042	19,0129	14,5345	18,7955	15,9905	15,4274		0,33175	0,07584	-0,90484	0,373616	-0,956108	0,154962	1051	3096	tr|Q6NZD2|Q6NZD2_MOUSE	3	2	1	1	Carbamidomethylation	58879	Sorting nexin-1 OS=Mus musculus OX=10090 GN=Snx1 PE=1 SV=1
16,7011	15,2407	14,523	18,9402	18,963	19,0638	17,2042	19,0129	15,9027	18,7955	16,2858	15,8037		0,76072	0,110865	-0,90484	0,373616	-1,30438	0,330161	1051	3098	Q9WV80|SNX1_MOUSE	3	2	1	1	Carbamidomethylation	58952	Sorting nexin-1 OS=Mus musculus OX=10090 GN=Snx1 PE=1 SV=1
16,6621	15,9787	18,0691	17,0847	17,0951	18,7307	16,4431	18,9373	18,0156	18,5432	19,0047	17,7667		1,25652	0,767243	-0,222629	0,0481652	0,106271	0,0510921	756	2174	Q99KR7|PPIF_MOUSE	3	13	1	1	Carbamidomethylation	21737	Peptidyl-prolyl cis-trans isomerase F  mitochondrial OS=Mus musculus OX=10090 GN=Ppif PE=1 SV=1
15,3853	15,755	15,6211	18,4815	18,5127	15,6745	18,7987	16,7987	19,7373	19,3581	18,0102	20,5545		1,48115	0,384725	0,705073	0,140279	-0,265349	0,0677042	744	2532	tr|D5MCW4|D5MCW4_MOUSE	3	9	1	1		16453	CutA divalent cation tolerance homolog OS=Mus musculus OX=10090 GN=Cuta PE=1 SV=1
15,3853	15,755	15,6211	18,4815	18,5127	15,6745	18,7987	16,7987	19,7373	19,3581	18,0102	20,5545		1,48115	0,384725	0,705073	0,140279	-0,265349	0,0677042	744	2533	Q9CQ89|CUTA_MOUSE	3	8	1	1		18865	Protein CutA OS=Mus musculus OX=10090 GN=Cuta PE=1 SV=3
17,3056	14,9246	15,0468	16,599	16,5507	15,5627	14,6797	14,2229	16,2913	15,4732	14,9678	16,4656		-0,292217	0,0674668	-1,60543	1,00752	-0,165578	0,0634497	1138	3582	tr|Q8C0C3|Q8C0C3_MOUSE	3	2	1	1		63247	Trafficking protein particle complex 12 OS=Mus musculus OX=10090 GN=Trappc12 PE=1 SV=1
16,5267	15,5582	18,3056	17,8906	17,6311	19,2279	19,3836	18,734	18,1946	19,4736	15,7064	15,816		2,05564	1,22294	0,629303	0,266592	-3,07288	1,38759	802	2627	Q921F2|TADBP_MOUSE	2,99	2	1	1	Carbamidomethylation	44548	TAR DNA-binding protein 43 OS=Mus musculus OX=10090 GN=Tardbp PE=1 SV=1
16,4827	15,7882	18,3056	17,8906	17,6311	19,2279	19,3836	18,734	18,1946	19,4736	14,5081	15,8939		1,96265	1,39841	0,629303	0,266592	-3,63313	1,213	802	2712	tr|A0A087WP57|A0A087WP57_MOUSE	2,99	12	1	1	Carbamidomethylation	9311	TAR DNA binding protein OS=Mus musculus OX=10090 GN=Tardbp PE=1 SV=1
15,7567	16,0561	18,3056	17,8906	17,6311	19,2279	19,3836	18,734	18,1946	19,4736	14,6196	15,0115		2,19174	1,87432	0,629303	0,266592	-4,01855	1,57509	802	2714	tr|A0A087WSE4|A0A087WSE4_MOUSE	2,99	7	1	1	Carbamidomethylation	16629	TAR DNA-binding protein 43 (Fragment) OS=Mus musculus OX=10090 GN=Tardbp PE=1 SV=1
16,1064	14,4381	18,3056	17,8906	17,6311	19,2279	19,3836	18,734	18,1946	19,4736	14,2069	15,2125		2,82589	1,08944	0,629303	0,266592	-4,12442	1,43452	802	2717	tr|A0A087WR97|A0A087WR97_MOUSE	2,99	4	1	1	Carbamidomethylation	26715	TAR DNA-binding protein 43 (Fragment) OS=Mus musculus OX=10090 GN=Tardbp PE=1 SV=1
14,8451	13,736	18,3056	17,8906	17,6311	19,2279	19,3836	18,734	18,1946	19,4736	15,0366	16,9212		3,80756	1,63196	0,629303	0,266592	-2,85519	0,88941	802	2721	tr|A0A087WRZ5|A0A087WRZ5_MOUSE	2,99	4	1	1	Carbamidomethylation	32178	TAR DNA-binding protein 43 OS=Mus musculus OX=10090 GN=Tardbp PE=1 SV=1
15,0442	14,7258	18,3056	17,8906	17,6311	19,2279	19,3836	18,734	18,1946	19,4736	15,0856	17,0666		3,21308	2,18306	0,629303	0,266592	-2,75799	0,840936	802	2726	tr|Q8R0B4|Q8R0B4_MOUSE	2,99	3	1	1	Carbamidomethylation	33328	TAR DNA-binding protein 43 OS=Mus musculus OX=10090 GN=Tardbp PE=1 SV=1
16,6733	15,011	18,3056	17,8906	17,6311	19,2279	19,3836	18,734	18,1946	19,4736	15,5837	15,4093		2,25596	0,924455	0,629303	0,266592	-3,33761	1,45077	802	2727	tr|Q8BLD4|Q8BLD4_MOUSE	2,99	3	1	1	Carbamidomethylation	33596	TAR DNA-binding protein 43 OS=Mus musculus OX=10090 GN=Tardbp PE=1 SV=1
15,7274	14,8379	18,3056	17,8906	17,6311	19,2279	19,3836	18,734	18,1946	19,4736	16,4321	16,721		2,81547	1,5366	0,629303	0,266592	-2,25758	1,12511	802	2728	tr|Q6VYI5|Q6VYI5_MOUSE	2,99	3	1	1	Carbamidomethylation	34197	TAR DNA-binding protein 43 OS=Mus musculus OX=10090 GN=Tardbp PE=1 SV=1
16,6097	15,1069	18,3056	17,8906	17,6311	19,2279	19,3836	18,734	18,1946	19,4736	14,0799	15,052		2,23982	0,988069	0,629303	0,266592	-4,26812	1,47315	802	2729	tr|Q6VYI4|Q6VYI4_MOUSE	2,99	3	1	1	Carbamidomethylation	34157	TAR DNA-binding protein 43 OS=Mus musculus OX=10090 GN=Tardbp PE=1 SV=1
16,5761	19,547	15,5142	14,2586	17,1655	16,4972	14,6271	18,92	14,6773	13,6773	15,4219	15,0189		-3,17513	0,726283	-0,0577908	0,00824603	1,04313	0,715251	1159	3709	P31938|MP2K1_MOUSE	2,99	3	1	1		43474	Dual specificity mitogen-activated protein kinase kinase 1 OS=Mus musculus OX=10090 GN=Map2k1 PE=1 SV=2
17,6453	18,1457	15,9522	14,1357	17,734	14,8333	17,8545	16,6453	14,9293	15,2287	15,3431	17,8787		-2,85153	1,02682	0,966257	0,220954	1,53188	0,452204	958	2923	P49962|SRP09_MOUSE	2,99	13	1	1	Carbamidomethylation	10194	Signal recognition particle 9 kDa protein OS=Mus musculus OX=10090 GN=Srp9 PE=1 SV=2
16,2382	15,3245	17,4736	19,6593	15,7262	19,8469	19,7389	20,0559	15,4523	19,7373	18,1801	15,8833		2,78507	0,844481	2,11085	0,382514	-0,563089	0,0765696	784	2312	Q8VE47|UBA5_MOUSE	2,99	6	1	1		44790	Ubiquitin-like modifier-activating enzyme 5 OS=Mus musculus OX=10090 GN=Uba5 PE=1 SV=2
15,6849	17,0102	15,3718	14,7471	17,0951	16,494	12,9315	15,9031	14,3021	16,185	16,208	15,2736		-1,28806	0,656053	-2,37727	0,589455	0,497241	0,165749	1033	3086	tr|A0A0R4J1X8|A0A0R4J1X8_MOUSE	2,99	29	1	1	Acetylation (N-term)	4390	Transformer 2 beta OS=Mus musculus OX=10090 GN=Tra2b PE=1 SV=1
14,965	17,0102	15,3718	14,7471	17,0951	16,494	15,7883	16,433	16,234	16,185	16,208	16,656		-0,928128	0,321588	-0,683897	0,583527	0,222555	0,369126	1033	3087	P62996|TRA2B_MOUSE	2,99	4	1	1	Acetylation (N-term)	33666	Transformer-2 protein homolog beta OS=Mus musculus OX=10090 GN=Tra2b PE=1 SV=1
19,1752	16,734	16,3478	13,8611	15,3882	15,7622	13,26	15,5145	15,7111	15,1869	14,5917	15,6985		-2,85019	0,613478	-1,18794	0,389668	-0,303886	0,174651	897	1939	tr|S4R294|S4R294_MOUSE	2,99	0	1	1		298110	Proline-rich coiled-coil 2C OS=Mus musculus OX=10090 GN=Prrc2c PE=1 SV=1
19,1752	16,734	16,3478	14,2548	15,8428	15,5142	13,26	16,022	13,5723	15,1869	15,3029	16,2472		-2,65332	0,618569	-1,03748	0,272917	1,39543	0,561914	897	1940	tr|S4R2J9|S4R2J9_MOUSE	2,99	0	1	1		302434	Proline-rich coiled-coil 2C OS=Mus musculus OX=10090 GN=Prrc2c PE=1 SV=1
19,1752	16,734	16,3478	15,5155	14,756	16,334	13,26	16,4634	14,9799	15,1869	15,0514	15,0886		-2,023	0,589605	-0,683307	0,131484	-0,0133958	0,0408211	897	1941	tr|A0A0A0MQ79|A0A0A0MQ79_MOUSE	2,99	0	1	1		310721	Proline-rich coiled-coil 2C OS=Mus musculus OX=10090 GN=Prrc2c PE=1 SV=1
19,1752	16,734	16,3478	14,7625	15,3581	17,8366	13,26	15,3051	15,9284	15,1869	15,4531	14,8588		-2,39949	0,618005	-2,31477	0,543105	-0,401728	0,312584	897	1942	Q3TLH4|PRC2C_MOUSE	2,99	0	1	1		310891	Protein PRRC2C OS=Mus musculus OX=10090 GN=Prrc2c PE=1 SV=3
16,4133	14,3373	15,0578	18,9402	18,963	19,7039	19,1332	19,0129	15,1477	18,7955	14,9912	15,9454		1,62367	0,269573	-0,260365	0,25213	-1,50331	0,293412	839	2126	tr|Q5SVG5|Q5SVG5_MOUSE	2,99	1	1	1	Carbamidomethylation	101193	AP complex subunit beta OS=Mus musculus OX=10090 GN=Ap1b1 PE=1 SV=1
15,5108	14,3373	15,7011	18,9402	18,963	19,7039	19,1332	19,0129	15,1477	18,7955	14,3582	15,9454		2,39657	0,524768	-0,260365	0,25213	-1,81983	0,340255	839	2127	tr|Q5SVG4|Q5SVG4_MOUSE	2,99	1	1	1	Carbamidomethylation	101898	AP complex subunit beta OS=Mus musculus OX=10090 GN=Ap1b1 PE=1 SV=1
15,5515	14,3373	13,7462	18,9402	18,963	19,7039	19,1332	19,0129	15,1477	18,7955	14,8141	15,9454		1,39879	0,185566	-0,260365	0,25213	-1,59184	0,307854	839	2129	O35643|AP1B1_MOUSE	2,99	1	1	1	Carbamidomethylation	103935	AP-1 complex subunit beta-1 OS=Mus musculus OX=10090 GN=Ap1b1 PE=1 SV=2
16,1457	14,3764	16,127	14,2411	16	16,8361	16,6937	14,6773	17,0319	18,0951	15,4171	17,7273		0	NaN	-0,732591	0,243191	-0,991256	0,286293	1150	3631	P06537|GCR_MOUSE	2,99	2	1	1		87164	Glucocorticoid receptor OS=Mus musculus OX=10090 GN=Nr3c1 PE=1 SV=2
15,9096	13,6612	18,8995	16,7073	16,3273	18,9937	15,5039	17,0638	17,7005	16,1507	16,446	15,1772		3,01796	0,711015	-1,37665	0,330848	-1,11399	0,418209	100	150	P19973|LSP1_MOUSE	2,99	58	15	1	"Carbamidomethylation;Deamidation (NQ);Oxidation (M);Acetylation (N-term)"	36714	Lymphocyte-specific protein 1 OS=Mus musculus OX=10090 GN=Lsp1 PE=1 SV=2
15,8821	13,8286	19,3624	18,724	19,0638	19,2696	20,1079	19,528	15,1642	17,7537	13,5746	19,1482		4,18784	1,22152	0,651268	0,77346	-0,0975728	0,00985973	386	1445	P97425|ECP2_MOUSE	2,99	31	2	1	"Carbamidomethylation;Oxidation (M)"	17620	Eosinophil cationic protein 2 OS=Mus musculus OX=10090 GN=Ear2 PE=2 SV=1
